LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,Fireplaces,GarageCars,WoodDeckSF,OpenPorchSF,SalePrice
,8780,5,1985,1985,0.0,625.0,208.0,833.0,0,833,1.0,1,0,0,0.0,0,0,112000.0
60.0,7740,4,1910,1950,0.0,0.0,622.0,622.0,622,1363,0.0,1,0,0,2.0,0,0,125500.0
46.0,20544,7,1986,1991,123.0,0.0,791.0,791.0,857,2093,0.0,2,1,1,2.0,364,63,215000.0
79.0,12420,7,2001,2001,0.0,666.0,278.0,944.0,896,1840,1.0,2,1,0,2.0,0,45,230000.0
80.0,9600,6,1950,2005,0.0,120.0,736.0,856.0,556,1668,0.0,1,1,0,1.0,0,0,140000.0
60.0,7200,4,1949,1950,0.0,0.0,0.0,0.0,0,1040,0.0,2,0,0,2.0,0,0,90000.0
88.0,10994,8,2005,2006,366.0,976.0,868.0,1844.0,0,1844,1.0,2,0,1,2.0,165,44,257000.0
64.0,13053,6,1923,2000,0.0,0.0,833.0,833.0,795,1848,0.0,1,1,1,2.0,0,0,207000.0
51.0,3635,7,2007,2007,130.0,988.0,398.0,1386.0,0,1569,0.0,2,0,1,3.0,143,20,175900.0
60.0,11340,4,1885,1950,0.0,0.0,777.0,777.0,1044,2290,0.0,2,0,0,2.0,0,0,122500.0
,16545,8,1998,1998,731.0,781.0,503.0,1284.0,1140,2450,1.0,2,1,1,3.0,0,126,340000.0
71.0,9204,5,1963,1963,0.0,25.0,247.0,1144.0,0,1144,1.0,1,1,0,1.0,0,88,124000.0
,16381,6,1969,1969,312.0,1110.0,734.0,1844.0,0,1844,1.0,2,0,1,2.0,0,73,223000.0
90.0,11700,6,1968,1968,420.0,404.0,304.0,708.0,708,1416,0.0,2,1,1,2.0,0,169,179900.0
53.0,4043,6,1977,1977,0.0,360.0,709.0,1069.0,0,1069,0.0,2,0,1,2.0,0,55,127500.0
37.0,4435,6,2003,2003,170.0,686.0,162.0,848.0,0,848,1.0,1,0,0,2.0,140,0,136500.0
,19690,6,1966,1966,0.0,0.0,697.0,697.0,626,2201,0.0,2,0,1,2.0,586,236,274970.0
,9503,5,1958,1983,0.0,457.0,193.0,1024.0,0,1344,1.0,1,0,1,1.0,316,28,144000.0
80.0,10721,6,1959,1959,243.0,0.0,1252.0,1252.0,0,1252,0.0,1,0,0,2.0,0,39,142000.0
81.0,10944,7,1994,1994,448.0,1000.0,223.0,1223.0,904,2127,1.0,2,1,2,2.0,171,132,271000.0
60.0,10930,5,1945,1950,0.0,580.0,333.0,913.0,510,1558,1.0,1,1,1,1.0,0,0,140000.0
60.0,7200,5,1940,1992,294.0,510.0,278.0,788.0,0,804,1.0,1,0,2,1.0,0,0,119000.0
,12546,6,1981,1981,310.0,678.0,762.0,1440.0,0,1440,0.0,2,0,1,2.0,0,0,182900.0
60.0,21930,5,2005,2005,0.0,0.0,732.0,732.0,1104,1838,0.0,2,1,1,2.0,100,40,192140.0
,4928,6,1976,1976,0.0,958.0,0.0,958.0,0,958,0.0,2,0,0,2.0,0,60,143750.0
60.0,10800,4,1927,2007,0.0,0.0,656.0,656.0,0,968,0.0,2,0,0,1.0,0,0,64500.0
93.0,10261,6,2000,2000,318.0,0.0,936.0,936.0,830,1792,1.0,2,1,1,2.0,0,0,186500.0
80.0,17400,5,1977,1977,0.0,936.0,190.0,1126.0,0,1126,1.0,2,0,1,2.0,295,41,160000.0
80.0,8400,6,1962,2005,237.0,0.0,1319.0,1319.0,0,1537,1.0,1,1,1,2.0,0,36,174000.0
60.0,9000,4,1971,1971,0.0,616.0,248.0,864.0,0,864,0.0,1,0,0,2.0,0,0,120500.0
96.0,12444,8,2008,2008,426.0,1336.0,596.0,1932.0,0,1932,1.0,2,0,1,3.0,0,66,394617.0
90.0,7407,6,1957,1996,0.0,600.0,312.0,912.0,0,1236,1.0,1,0,0,2.0,0,158,149700.0
80.0,11584,7,1979,1979,96.0,315.0,114.0,539.0,685,1725,0.0,2,1,1,2.0,0,88,197000.0
79.0,11526,6,1922,1994,0.0,0.0,588.0,588.0,748,2555,0.0,2,0,1,2.0,431,0,191000.0
,4426,6,2004,2004,147.0,697.0,151.0,848.0,0,848,1.0,1,0,1,2.0,149,0,149300.0
85.0,11003,10,2008,2008,160.0,765.0,252.0,1017.0,981,2007,1.0,2,1,1,3.0,168,52,310000.0
,8854,6,1916,1950,0.0,0.0,952.0,952.0,0,952,0.0,1,0,1,1.0,0,98,121000.0
63.0,8500,7,2004,2004,106.0,0.0,1422.0,1422.0,0,1422,0.0,2,0,0,2.0,192,60,179600.0
70.0,8400,6,1966,1966,0.0,187.0,0.0,814.0,0,913,1.0,1,0,0,1.0,0,0,129000.0
,26142,5,1962,1962,189.0,593.0,595.0,1188.0,0,1188,0.0,1,0,0,1.0,261,39,157900.0
80.0,10000,8,1995,1996,438.0,1079.0,141.0,1220.0,870,2090,1.0,2,1,1,2.0,0,65,240000.0
70.0,11767,4,1910,2000,0.0,0.0,560.0,560.0,550,1346,0.0,1,1,0,1.0,168,24,112000.0
21.0,1533,5,1970,1970,0.0,553.0,77.0,630.0,0,630,1.0,1,0,0,0.0,0,0,92000.0
60.0,9000,5,1974,1974,0.0,0.0,896.0,896.0,896,1792,0.0,2,2,0,0.0,32,45,136000.0
78.0,9262,8,2008,2009,194.0,0.0,1573.0,1573.0,0,1578,0.0,2,0,1,3.0,0,36,287090.0
35.0,3675,5,2005,2005,80.0,547.0,0.0,547.0,0,1072,1.0,1,0,0,2.0,0,28,145000.0
90.0,17217,5,2006,2006,0.0,0.0,1140.0,1140.0,0,1140,0.0,1,0,0,0.0,36,56,84500.0
62.0,7500,7,2004,2005,0.0,410.0,811.0,1221.0,0,1221,1.0,2,0,0,2.0,0,113,185000.0
62.0,7917,6,1999,2000,0.0,0.0,953.0,953.0,694,1647,0.0,2,1,1,2.0,0,40,175000.0
85.0,13175,6,1978,1988,119.0,790.0,589.0,1542.0,0,2073,1.0,2,0,2,2.0,349,0,210000.0
66.0,9042,7,1941,2006,0.0,275.0,877.0,1152.0,1152,2340,0.0,2,0,2,1.0,0,60,266500.0
68.0,9717,5,1950,1996,0.0,49.0,0.0,1078.0,0,1078,1.0,1,0,0,1.0,366,0,142125.0
75.0,9937,5,1965,1965,0.0,830.0,136.0,1256.0,0,1256,1.0,1,1,0,1.0,736,68,147500.0
80.0,11622,5,1961,1961,0.0,468.0,270.0,882.0,0,896,0.0,1,0,0,1.0,140,0,
81.0,14267,6,1958,1958,108.0,923.0,406.0,1329.0,0,1329,0.0,1,1,0,1.0,393,36,
74.0,13830,5,1997,1998,0.0,791.0,137.0,928.0,701,1629,0.0,2,1,1,2.0,212,34,
78.0,9978,6,1998,1998,20.0,602.0,324.0,926.0,678,1604,0.0,2,1,1,2.0,360,36,
43.0,5005,8,1992,1992,0.0,263.0,1017.0,1280.0,0,1280,0.0,2,0,0,2.0,0,82,
75.0,10000,6,1993,1994,0.0,0.0,763.0,763.0,892,1655,0.0,2,1,1,2.0,157,84,
,7980,6,1992,2007,0.0,935.0,233.0,1168.0,0,1187,1.0,2,0,0,2.0,483,21,
63.0,8402,6,1998,1998,0.0,0.0,789.0,789.0,676,1465,0.0,2,1,1,2.0,0,75,
85.0,10176,7,1990,1990,0.0,637.0,663.0,1300.0,0,1341,1.0,1,1,1,2.0,192,0,
70.0,8400,4,1970,1970,0.0,804.0,0.0,882.0,0,882,1.0,1,0,0,2.0,240,0,
26.0,5858,7,1999,1999,0.0,1051.0,354.0,1405.0,0,1337,1.0,2,0,1,2.0,203,68,
21.0,1680,6,1971,1971,504.0,156.0,327.0,483.0,504,987,0.0,1,1,0,1.0,275,0,
21.0,1680,5,1971,1971,492.0,300.0,225.0,525.0,567,1092,0.0,1,1,0,1.0,0,0,
24.0,2280,6,1975,1975,0.0,514.0,341.0,855.0,601,1456,0.0,2,1,1,2.0,173,0,
24.0,2280,7,1975,1975,0.0,0.0,836.0,836.0,0,836,0.0,1,0,0,1.0,0,30,
102.0,12858,9,2009,2010,162.0,0.0,1590.0,1590.0,707,2334,0.0,2,1,1,3.0,144,133,
94.0,12883,8,2009,2010,256.0,0.0,1544.0,1544.0,0,1544,0.0,2,0,0,3.0,0,35,
90.0,11520,9,2005,2005,615.0,110.0,1588.0,1698.0,0,1698,0.0,2,0,1,3.0,192,74,
79.0,14122,8,2005,2006,240.0,28.0,1794.0,1822.0,0,1822,0.0,2,0,1,3.0,0,119,
110.0,14300,9,2003,2004,1095.0,1373.0,1473.0,2846.0,0,2696,1.0,2,1,2,3.0,220,150,
105.0,13650,8,2002,2002,232.0,578.0,1093.0,1671.0,563,2250,1.0,2,1,1,3.0,238,130,
41.0,7132,8,2006,2006,178.0,24.0,1346.0,1370.0,0,1370,0.0,2,0,1,2.0,120,49,
100.0,18494,6,2005,2005,0.0,0.0,1324.0,1324.0,0,1324,0.0,2,0,0,2.0,36,23,
43.0,3203,7,2006,2006,14.0,16.0,1129.0,1145.0,0,1145,0.0,2,0,0,2.0,100,116,
67.0,13300,7,2004,2004,0.0,326.0,58.0,384.0,630,1374,1.0,2,1,1,2.0,100,0,
63.0,8577,7,2004,2004,0.0,0.0,847.0,847.0,886,1733,0.0,2,1,1,2.0,144,48,
60.0,17433,8,1998,1998,114.0,0.0,1629.0,1629.0,830,2475,0.0,2,1,1,3.0,23,172,
73.0,8987,8,2005,2006,226.0,0.0,1595.0,1595.0,0,1595,0.0,2,0,1,3.0,144,0,
92.0,9215,7,2009,2010,0.0,0.0,1218.0,1218.0,0,1218,0.0,2,0,0,2.0,0,136,
84.0,10440,6,2005,2005,0.0,1414.0,54.0,1468.0,0,1468,1.0,2,0,1,2.0,0,102,
70.0,11920,7,2004,2004,122.0,0.0,831.0,831.0,828,1659,0.0,2,1,0,2.0,144,68,
70.0,9800,5,1920,1950,0.0,0.0,816.0,816.0,0,1012,0.0,1,0,0,1.0,121,0,
39.0,15410,6,1974,2002,250.0,126.0,223.0,1208.0,0,1494,1.0,2,0,2,2.0,296,0,
85.0,13143,8,1993,1993,504.0,250.0,0.0,1231.0,1098,2349,1.0,2,1,1,3.0,32,130,
88.0,11134,8,1992,1993,180.0,1129.0,261.0,1390.0,823,2225,1.0,2,1,1,3.0,198,30,
25.0,4835,7,2004,2005,0.0,1298.0,190.0,1488.0,0,1488,1.0,2,0,1,2.0,168,50,
39.0,3515,7,2004,2004,0.0,0.0,840.0,840.0,840,1680,0.0,2,1,0,2.0,0,111,
30.0,3215,7,2004,2004,120.0,280.0,320.0,600.0,600,1200,0.0,2,1,0,2.0,0,172,
24.0,2544,7,2004,2005,0.0,368.0,190.0,600.0,600,1200,1.0,2,1,0,2.0,0,172,
24.0,2544,6,2005,2005,216.0,376.0,224.0,600.0,636,1236,1.0,2,1,0,2.0,0,166,
,2980,6,2000,2000,1159.0,466.0,290.0,756.0,756,1512,1.0,2,1,0,2.0,0,32,
,2403,7,2003,2003,0.0,244.0,286.0,530.0,550,1080,0.0,2,1,0,2.0,0,50,
57.0,12853,8,2010,2010,0.0,1032.0,610.0,1642.0,0,1418,1.0,1,1,1,3.0,160,192,
68.0,7379,8,2000,2000,0.0,484.0,491.0,975.0,873,1848,1.0,2,1,1,2.0,280,184,
80.0,8000,7,2002,2002,0.0,833.0,659.0,1492.0,0,1492,1.0,2,0,1,2.0,277,137,
,10456,6,1967,1967,120.0,506.0,1323.0,1829.0,0,1829,1.0,2,0,0,2.0,0,76,
80.0,10791,6,1993,1993,0.0,1137.0,143.0,1280.0,1215,2495,1.0,2,1,1,2.0,224,32,
,18837,6,1978,1978,0.0,687.0,491.0,1224.0,604,1891,0.0,3,0,1,2.0,0,69,
80.0,9600,6,1971,1971,0.0,329.0,386.0,715.0,715,1645,0.0,1,2,0,2.0,0,78,
80.0,9600,5,1966,1966,172.0,698.0,534.0,1232.0,0,1232,1.0,1,1,0,2.0,0,224,
90.0,9900,5,1966,1966,0.0,1059.0,150.0,1209.0,0,1209,1.0,1,0,0,2.0,0,0,
88.0,9680,5,1967,1967,268.0,1010.0,500.0,1510.0,0,1510,1.0,2,0,0,2.0,0,40,
,10600,6,1964,1964,0.0,0.0,533.0,533.0,644,1775,0.0,2,0,0,2.0,0,172,
98.0,13260,5,1962,2001,144.0,1500.0,228.0,1728.0,0,1728,2.0,2,0,0,0.0,0,0,
68.0,9724,5,1952,2002,265.0,670.0,470.0,1140.0,532,2461,0.0,2,0,2,2.0,0,0,
120.0,17360,6,1949,1950,340.0,300.0,482.0,782.0,537,1556,0.0,2,0,1,2.0,0,0,
75.0,11380,6,1966,2008,216.0,944.0,136.0,1080.0,0,1128,1.0,1,0,1,1.0,238,0,
70.0,8267,5,1958,1958,0.0,0.0,1604.0,1604.0,0,1604,0.0,2,0,0,2.0,42,0,
70.0,8197,7,2003,2009,506.0,1188.0,292.0,1480.0,0,1480,1.0,2,0,0,2.0,252,73,
,8050,5,1959,1959,150.0,856.0,125.0,1143.0,0,1143,1.0,1,0,0,1.0,0,0,
87.0,10725,5,1959,1959,91.0,936.0,270.0,1206.0,0,1206,0.0,1,0,0,1.0,0,21,
80.0,10032,6,1959,1959,432.0,734.0,510.0,1244.0,0,1580,1.0,1,1,2,2.0,0,28,
60.0,8382,4,1956,1956,0.0,0.0,832.0,832.0,505,1337,0.0,1,0,0,1.0,0,0,
60.0,10950,5,1952,1952,0.0,339.0,525.0,864.0,0,1064,0.0,1,0,0,1.0,0,0,
119.0,10895,5,1955,1955,0.0,648.0,324.0,972.0,0,972,0.0,1,0,0,1.0,0,0,
70.0,13587,5,1958,1958,0.0,532.0,456.0,988.0,0,988,1.0,1,0,0,1.0,0,0,
65.0,7898,4,1920,1994,0.0,0.0,576.0,576.0,0,985,0.0,1,0,0,2.0,0,0,
60.0,8064,6,1948,2004,0.0,481.0,161.0,816.0,408,1224,1.0,1,0,0,1.0,414,0,
81.0,7635,5,1960,1960,0.0,588.0,237.0,1175.0,0,1175,0.0,1,1,0,2.0,0,0,
80.0,9760,6,1963,1984,218.0,717.0,415.0,1395.0,0,1395,1.0,1,0,1,2.0,657,0,
60.0,4800,4,1900,1954,771.0,48.0,661.0,709.0,687,1844,1.0,1,0,2,1.0,84,0,
56.0,4485,5,1920,1950,0.0,579.0,357.0,936.0,0,936,1.0,1,0,1,0.0,51,0,
69.0,5805,5,1957,1957,0.0,274.0,0.0,1347.0,0,1347,1.0,1,0,0,2.0,0,0,
50.0,6900,6,1938,2000,0.0,0.0,827.0,827.0,424,1251,0.0,1,0,0,1.0,0,0,
69.0,11851,5,1948,2009,0.0,780.0,247.0,1027.0,606,1633,0.0,1,0,1,1.0,0,100,
,8239,5,1920,1962,0.0,176.0,832.0,1008.0,185,1245,0.0,1,0,0,1.0,0,0,
68.0,9656,2,1923,1970,0.0,0.0,678.0,678.0,0,832,0.0,1,0,1,2.0,0,0,
60.0,9600,8,1900,2003,0.0,0.0,930.0,930.0,636,1566,0.0,2,0,0,1.0,54,228,
50.0,9000,8,1890,2002,0.0,0.0,346.0,346.0,1111,2268,0.0,3,0,0,2.0,0,108,
100.0,9045,5,1910,1950,0.0,0.0,840.0,840.0,1128,2256,0.0,2,0,0,0.0,0,18,
60.0,10560,6,1922,1994,0.0,283.0,455.0,738.0,602,1470,0.0,1,1,0,2.0,0,0,
53.0,5830,5,1950,1997,0.0,788.0,200.0,988.0,582,1612,0.0,1,1,0,1.0,0,0,
,7793,7,1922,2005,0.0,474.0,634.0,1108.0,908,2068,0.0,1,1,1,1.0,0,0,
50.0,5000,4,1925,1950,0.0,188.0,577.0,765.0,0,765,1.0,1,0,0,1.0,135,0,
50.0,6000,6,1939,1950,0.0,452.0,144.0,608.0,524,1132,1.0,1,0,0,1.0,0,0,
50.0,6000,6,1940,1950,0.0,264.0,308.0,572.0,348,1196,0.0,1,1,2,2.0,0,0,
53.0,6360,5,1942,1950,300.0,360.0,316.0,835.0,498,1453,0.0,1,1,2,1.0,0,0,
50.0,6000,6,1948,1950,0.0,300.0,480.0,780.0,636,1416,0.0,1,1,0,1.0,221,0,
52.0,6240,5,1936,1980,0.0,276.0,252.0,528.0,492,1040,0.0,1,0,0,2.0,306,0,
52.0,6240,5,1930,1950,0.0,448.0,480.0,928.0,608,1536,0.0,2,0,1,2.0,0,10,
51.0,6120,6,1923,1950,0.0,960.0,164.0,1124.0,0,1068,1.0,1,0,1,1.0,0,0,
57.0,8094,4,1915,1950,0.0,0.0,888.0,888.0,1074,1962,0.0,1,1,1,2.0,160,0,
60.0,12900,6,1912,2009,0.0,0.0,780.0,780.0,780,1560,0.0,1,1,0,0.0,344,0,
52.0,3068,6,1920,1993,0.0,0.0,662.0,662.0,662,1324,0.0,1,0,0,1.0,0,0,
100.0,15263,5,1959,1959,90.0,766.0,656.0,1422.0,0,1675,0.0,2,0,2,1.0,0,132,
72.0,10632,5,1917,1950,0.0,0.0,689.0,689.0,499,1224,0.0,1,1,0,1.0,0,0,
60.0,9900,5,1915,1950,0.0,1026.0,186.0,1212.0,180,1392,1.0,1,0,0,0.0,0,0,
65.0,6001,6,1940,1950,0.0,368.0,232.0,600.0,319,919,0.0,1,0,0,1.0,0,0,
,6449,4,1907,1950,0.0,73.0,634.0,707.0,942,1884,0.0,1,1,0,0.0,0,0,
60.0,6048,5,1910,1950,0.0,736.0,120.0,856.0,744,1680,1.0,2,0,1,2.0,56,144,
72.0,10773,4,1967,1967,72.0,704.0,1128.0,1832.0,0,1832,2.0,2,0,0,0.0,0,58,
65.0,7800,5,1966,2008,47.0,240.0,150.0,864.0,0,892,1.0,1,0,0,1.0,0,0,
65.0,7832,5,1968,1968,0.0,775.0,89.0,864.0,0,864,1.0,1,0,0,1.0,226,0,
,7424,5,1978,1978,0.0,1319.0,0.0,1319.0,0,1373,1.0,1,0,2,2.0,0,0,
86.0,11227,5,1968,1968,0.0,267.0,0.0,720.0,720,1440,0.0,1,1,2,2.0,192,38,
,20062,7,1977,2001,0.0,1092.0,328.0,1420.0,0,1483,1.0,1,1,2,2.0,496,0,
94.0,9259,4,1927,1950,0.0,0.0,660.0,660.0,0,756,0.0,1,0,0,2.0,80,0,
,17082,6,1978,1992,288.0,964.0,153.0,1117.0,864,1981,1.0,2,1,1,2.0,336,104,
124.0,18600,3,1938,1990,0.0,288.0,0.0,972.0,558,1610,0.0,2,0,1,1.0,0,0,
65.0,11479,6,1950,1987,0.0,104.0,172.0,663.0,0,1074,1.0,1,0,1,1.0,0,52,
50.0,9350,4,1947,1979,0.0,192.0,564.0,756.0,0,1531,0.0,1,0,1,1.0,0,0,
75.0,9525,5,1954,1998,0.0,954.0,218.0,1172.0,0,1172,1.0,1,0,0,1.0,240,0,
44.0,17485,7,2009,2010,96.0,1346.0,162.0,1508.0,0,1508,1.0,1,0,2,2.0,0,0,
,11200,5,1964,1964,0.0,0.0,1250.0,1250.0,0,1298,0.0,2,0,0,2.0,0,144,
83.0,11980,7,1987,1987,177.0,1433.0,0.0,1433.0,0,1433,1.0,1,1,2,2.0,0,278,
87.0,12361,6,1993,1993,85.0,860.0,86.0,946.0,838,1802,0.0,2,1,1,4.0,450,92,
64.0,7360,7,2010,2010,80.0,24.0,1198.0,1222.0,0,1222,0.0,2,0,0,2.0,0,54,
82.0,14235,6,1900,1993,0.0,0.0,676.0,676.0,614,1445,0.0,2,0,0,2.0,0,59,
82.0,11105,5,1996,1996,0.0,870.0,0.0,870.0,0,965,1.0,1,0,0,2.0,71,0,
,9337,7,1997,1998,0.0,353.0,525.0,878.0,800,1692,0.0,2,1,1,2.0,0,39,
38.0,15240,5,1977,2004,0.0,198.0,140.0,1026.0,0,1026,1.0,1,1,0,1.0,316,85,
68.0,7480,5,1972,1972,0.0,480.0,396.0,876.0,0,876,1.0,1,0,0,2.0,0,0,
80.0,10389,8,2003,2003,320.0,1682.0,296.0,1978.0,0,1978,1.0,2,1,1,3.0,188,25,
75.0,9375,7,1997,1997,0.0,0.0,1040.0,1040.0,1054,2098,0.0,2,1,1,2.0,331,38,
,4435,6,2003,2003,170.0,672.0,176.0,848.0,0,848,1.0,1,0,0,2.0,140,0,
67.0,8777,3,1945,2007,0.0,0.0,0.0,0.0,0,640,0.0,1,0,0,1.0,0,0,
68.0,8842,5,1954,1954,0.0,0.0,381.0,381.0,0,992,0.0,1,0,0,1.0,60,0,
60.0,10044,5,1968,1968,0.0,1070.0,126.0,1196.0,0,1196,1.0,1,0,0,1.0,257,0,
89.0,11792,4,1948,1950,0.0,0.0,744.0,744.0,328,1120,0.0,1,0,0,2.0,0,0,
65.0,6305,6,1975,1975,0.0,528.0,480.0,1008.0,0,1096,1.0,1,0,1,1.0,0,0,
64.0,6410,4,1958,1958,0.0,0.0,960.0,960.0,0,960,0.0,1,0,0,0.0,0,0,
67.0,4853,5,1924,1999,203.0,133.0,974.0,1107.0,0,1296,0.0,2,0,1,1.0,0,0,
,7890,6,1939,1950,0.0,238.0,618.0,856.0,0,856,1.0,1,0,1,2.0,0,0,
60.0,7200,4,1967,1967,0.0,0.0,0.0,0.0,1788,2650,0.0,3,0,0,0.0,0,0,
51.0,9839,5,1931,1950,0.0,0.0,894.0,894.0,772,1666,1.0,1,0,1,0.0,0,156,
78.0,10452,7,1941,1985,371.0,426.0,850.0,1528.0,908,2133,1.0,1,1,2,1.0,0,0,
78.0,15600,5,1950,1991,430.0,375.0,657.0,1032.0,1075,2177,0.0,2,1,0,2.0,0,0,
85.0,19645,7,1994,2007,44.0,343.0,80.0,423.0,756,1652,1.0,2,1,0,2.0,0,0,
35.0,3907,8,1989,1989,0.0,747.0,235.0,982.0,0,1034,1.0,1,0,1,2.0,141,36,
35.0,3907,8,1989,1989,0.0,76.0,1115.0,1191.0,0,1191,0.0,2,0,1,2.0,112,81,
58.0,8154,2,1941,1950,0.0,480.0,0.0,480.0,0,540,0.0,1,0,0,1.0,0,0,
50.0,9140,6,1921,1975,0.0,308.0,321.0,629.0,380,1107,0.0,1,0,0,1.0,0,56,
66.0,8712,4,1896,1950,0.0,0.0,756.0,756.0,0,952,0.0,1,0,0,1.0,0,0,
44.0,3811,8,2004,2005,186.0,1373.0,221.0,1594.0,0,1646,1.0,2,0,1,2.0,128,53,
85.0,11050,8,1998,1999,0.0,615.0,434.0,1049.0,880,1916,1.0,2,1,1,3.0,0,70,
74.0,9620,6,1977,1977,0.0,679.0,564.0,1243.0,0,1285,0.0,2,0,1,2.0,375,26,
,12760,6,1976,1976,0.0,0.0,1958.0,1958.0,0,2048,0.0,3,0,0,2.0,0,0,
88.0,11896,7,2008,2008,60.0,78.0,1258.0,1336.0,0,1346,1.0,2,0,1,3.0,100,48,
73.0,9803,7,2009,2010,0.0,0.0,1214.0,1214.0,0,1214,0.0,2,0,0,2.0,0,25,
73.0,9802,5,2006,2007,0.0,0.0,384.0,384.0,700,1444,0.0,2,1,0,2.0,100,0,
85.0,15300,5,1965,1977,0.0,42.0,1026.0,1068.0,0,1264,1.0,1,0,1,2.0,0,0,
93.0,10114,5,2004,2005,0.0,0.0,1430.0,1430.0,0,1430,0.0,2,0,0,2.0,0,0,
,11875,5,1999,1999,0.0,0.0,1344.0,1344.0,0,1344,0.0,2,0,1,2.0,328,0,
31.0,2394,5,1973,1973,0.0,915.0,30.0,945.0,0,945,1.0,1,0,1,1.0,174,0,
21.0,1476,4,1970,1970,0.0,176.0,370.0,546.0,546,1092,0.0,1,1,0,0.0,200,26,
21.0,1900,4,1970,1970,0.0,0.0,546.0,546.0,546,1092,0.0,1,1,0,0.0,0,0,
21.0,1890,4,1972,1972,0.0,294.0,252.0,546.0,546,1092,0.0,1,1,0,1.0,0,0,
50.0,6953,5,1971,2004,0.0,469.0,395.0,864.0,0,874,0.0,1,0,0,1.0,0,0,
76.0,12887,5,1984,1984,0.0,207.0,36.0,833.0,0,833,1.0,1,0,0,2.0,431,0,
70.0,7700,5,1985,1986,0.0,0.0,1216.0,1216.0,1216,2432,0.0,4,2,0,2.0,200,0,
63.0,10475,5,1991,1991,0.0,458.0,166.0,624.0,650,1274,0.0,1,1,0,2.0,22,0,
68.0,10544,5,1969,1969,0.0,476.0,388.0,864.0,615,1479,0.0,2,0,0,1.0,287,0,
76.0,9892,8,1994,1995,0.0,1341.0,54.0,1679.0,0,1803,1.0,2,1,2,2.0,129,64,
74.0,12961,6,1993,1994,0.0,944.0,208.0,1152.0,645,1797,1.0,2,1,1,2.0,162,312,
74.0,13008,6,1956,1956,0.0,564.0,318.0,882.0,0,882,0.0,1,0,0,1.0,0,0,
85.0,10200,6,1974,1974,440.0,844.0,590.0,1434.0,0,1434,1.0,2,0,1,2.0,80,21,
88.0,10179,6,1997,1997,0.0,847.0,98.0,945.0,663,1608,0.0,2,1,1,2.0,252,30,
,11792,8,2003,2003,188.0,850.0,158.0,1008.0,1275,2283,0.0,2,1,1,3.0,120,46,
60.0,8400,7,1996,1997,32.0,284.0,100.0,384.0,670,1628,0.0,2,1,1,2.0,48,72,
28.0,7296,8,2004,2005,0.0,1965.0,243.0,2208.0,0,2522,1.0,2,0,1,2.0,182,57,
61.0,7380,8,1998,1998,0.0,341.0,1077.0,1418.0,0,1478,1.0,2,0,0,2.0,168,43,
57.0,8013,8,1995,1996,0.0,741.0,846.0,1587.0,0,1734,1.0,2,0,0,2.0,52,50,
57.0,8923,7,1998,1998,0.0,189.0,195.0,384.0,631,1382,0.0,2,1,1,2.0,256,0,
60.0,7500,6,1998,1999,0.0,476.0,476.0,952.0,684,1636,1.0,2,1,1,2.0,0,84,
,8803,6,1994,1995,0.0,600.0,107.0,707.0,809,1516,1.0,2,1,1,2.0,0,46,
58.0,7250,6,1993,1993,45.0,0.0,1181.0,1181.0,0,1190,0.0,2,0,1,2.0,0,21,
85.0,11900,5,1977,1977,157.0,400.0,722.0,1122.0,988,1934,1.0,2,1,1,2.0,0,176,
,13250,7,1978,1978,256.0,0.0,832.0,832.0,896,2050,0.0,2,1,1,2.0,192,192,
80.0,10928,6,1978,1986,101.0,363.0,1064.0,1427.0,0,1671,0.0,2,0,1,2.0,252,55,
,12388,7,1980,1991,229.0,602.0,441.0,1043.0,1134,2673,0.0,2,1,1,2.0,178,84,
80.0,11088,6,1978,1998,144.0,832.0,308.0,1140.0,0,1707,0.0,2,0,1,2.0,0,0,
70.0,7000,7,2003,2003,0.0,622.0,304.0,926.0,868,1884,1.0,2,1,1,2.0,0,35,
,7500,8,2000,2001,0.0,0.0,1058.0,1058.0,816,1874,0.0,2,1,1,2.0,0,134,
,8470,8,2002,2002,0.0,225.0,471.0,972.0,839,1811,0.0,2,1,1,2.0,225,48,
,9373,5,1975,1975,161.0,1333.0,120.0,1621.0,0,1621,1.0,2,0,2,2.0,0,0,
78.0,10140,6,1974,1974,196.0,888.0,228.0,1116.0,0,1116,1.0,2,0,1,2.0,0,0,
85.0,11050,7,1975,1975,0.0,636.0,540.0,1176.0,0,1193,0.0,2,0,1,2.0,40,0,
,7830,5,1970,1970,0.0,0.0,1180.0,1180.0,0,1180,0.0,1,1,0,2.0,0,45,
,8510,5,1971,1971,178.0,500.0,543.0,1043.0,0,1050,1.0,1,1,0,1.0,0,0,
60.0,7038,4,1970,1970,0.0,726.0,138.0,864.0,0,864,1.0,1,0,0,2.0,210,0,
60.0,9000,4,1971,2006,0.0,240.0,624.0,864.0,0,864,0.0,1,0,0,2.0,200,0,
21.0,1680,6,1973,1973,504.0,254.0,229.0,483.0,504,987,1.0,1,1,0,1.0,0,0,
21.0,1680,6,1972,1972,425.0,110.0,79.0,483.0,504,987,1.0,1,1,0,1.0,0,0,
24.0,2308,6,1976,1976,0.0,306.0,498.0,804.0,744,1548,0.0,2,1,1,2.0,108,0,
